Product ID,Category ,Sub-Category
PROD095257,Electric Appliances,Washing Machines
PROD095258,Furniture,Tables
PROD095259,Dairy Products,Cheese
PROD095260,Fast Food,Fries
PROD095261,Dairy Products,Milk
PROD095262,Fast Food,Sandwiches
PROD095263,Fast Food,Pizzas
PROD095264,Electric Appliances,Refrigerators
PROD095265,Sessional Fruits & Vegetables,Carrots
PROD095266,Furniture,Tables
PROD095267,Sessional Fruits & Vegetables,Carrots
PROD095268,Household Items,Utensils
PROD095269,Electric Appliances,Refrigerators
PROD095270,Sessional Fruits & Vegetables,Apples
PROD095271,Electric Appliances,Washing Machines
PROD095272,Dairy Products,Cheese
PROD095273,Dairy Products,Milk
PROD095274,Fast Food,Pizzas
PROD095275,Electric Appliances,Fans
PROD095276,Furniture,Tables
PROD095277,Sessional Fruits & Vegetables,Tomatoes
PROD095278,Dairy Products,Milk
PROD095279,Sessional Fruits & Vegetables,Carrots
PROD095280,Fast Food,Pizzas
PROD095281,Electric Appliances,Washing Machines
PROD095282,Household Items,Detergents
PROD095283,Furniture,Tables
PROD095284,Sessional Fruits & Vegetables,Carrots
PROD095285,Sessional Fruits & Vegetables,Apples
PROD095286,Household Items,Detergents
PROD095287,Fast Food,Sandwiches
PROD095288,Fast Food,Pizzas
PROD095289,Household Items,Utensils
PROD095290,Sessional Fruits & Vegetables,Carrots
PROD095291,Furniture,Chairs
PROD095292,Dairy Products,Yogurt
PROD095293,Dairy Products,Cheese
PROD095294,Electric Appliances,Fans
PROD095295,Dairy Products,Milk
PROD095296,Sessional Fruits & Vegetables,Apples
PROD095297,Furniture,Sofas
PROD095298,Sessional Fruits & Vegetables,Tomatoes
PROD095299,Dairy Products,Butter
PROD095300,Fast Food,Burgers
PROD095301,Fast Food,Sandwiches
PROD095302,Electric Appliances,Refrigerators
PROD095303,Sessional Fruits & Vegetables,Tomatoes
PROD095304,Household Items,Mops
PROD095305,Fast Food,Pizzas
PROD095306,Household Items,Buckets
PROD095307,Dairy Products,Cheese
PROD095308,Fast Food,Sandwiches
PROD095309,Household Items,Utensils
PROD095310,Household Items,Mops
PROD095311,Fast Food,Pizzas
PROD095312,Electric Appliances,Fans
PROD095313,Household Items,Buckets
PROD095314,Dairy Products,Cheese
PROD095315,Fast Food,Burgers
PROD095316,Sessional Fruits & Vegetables,Mangoes
PROD095317,Fast Food,Sandwiches
PROD095318,Furniture,Sofas
PROD095319,Electric Appliances,Refrigerators
PROD095320,Dairy Products,Milk
PROD095321,Sessional Fruits & Vegetables,Mangoes
PROD095322,Fast Food,Burgers
PROD095323,Household Items,Mops
PROD095324,Sessional Fruits & Vegetables,Tomatoes
PROD095325,Furniture,Beds
PROD095326,Household Items,Detergents
PROD095327,Sessional Fruits & Vegetables,Mangoes
PROD095328,Sessional Fruits & Vegetables,Apples
PROD095329,Fast Food,Burgers
PROD095330,Furniture,Beds
PROD095331,Sessional Fruits & Vegetables,Carrots
PROD095332,Furniture,Chairs
PROD095333,Sessional Fruits & Vegetables,Apples
PROD095334,Sessional Fruits & Vegetables,Carrots
PROD095335,Furniture,Beds
PROD095336,Fast Food,Sandwiches
PROD095337,Electric Appliances,Refrigerators
PROD095338,Dairy Products,Milk
PROD095339,Fast Food,Pizzas
PROD095340,Dairy Products,Butter
PROD095341,Electric Appliances,Microwaves
PROD095342,Dairy Products,Milk
PROD095343,Sessional Fruits & Vegetables,Carrots
PROD095344,Fast Food,Fries
PROD095345,Electric Appliances,Fans
PROD095346,Electric Appliances,Washing Machines
PROD095347,Furniture,Sofas
PROD095348,Sessional Fruits & Vegetables,Carrots
PROD095349,Electric Appliances,Washing Machines
PROD095350,Household Items,Detergents
PROD095351,Furniture,Tables
PROD095352,Electric Appliances,Washing Machines
PROD095353,Electric Appliances,Microwaves
PROD095354,Furniture,Chairs
PROD095355,Fast Food,Pizzas
PROD095356,Dairy Products,Yogurt
PROD095357,Household Items,Buckets
PROD095358,Household Items,Utensils
PROD095359,Furniture,Beds
PROD095360,Fast Food,Pizzas
PROD095361,Sessional Fruits & Vegetables,Tomatoes
PROD095362,Sessional Fruits & Vegetables,Mangoes
PROD095363,Furniture,Beds
PROD095364,Sessional Fruits & Vegetables,Mangoes
PROD095365,Electric Appliances,Refrigerators
PROD095366,Furniture,Tables
PROD095367,Furniture,Tables
PROD095368,Furniture,Tables
PROD095369,Fast Food,Burgers
PROD095370,Sessional Fruits & Vegetables,Apples
PROD095371,Fast Food,Pizzas
PROD095372,Household Items,Utensils
PROD095373,Fast Food,Sandwiches
PROD095374,Electric Appliances,Fans
PROD095375,Furniture,Beds
PROD095376,Electric Appliances,Washing Machines
PROD095377,Household Items,Utensils
PROD095378,Electric Appliances,Fans
PROD095379,Sessional Fruits & Vegetables,Carrots
PROD095380,Dairy Products,Butter
PROD095381,Electric Appliances,Refrigerators
PROD095382,Sessional Fruits & Vegetables,Apples
PROD095383,Dairy Products,Yogurt
PROD095384,Dairy Products,Butter
PROD095385,Household Items,Utensils
PROD095386,Dairy Products,Cheese
PROD095387,Household Items,Buckets
PROD095388,Household Items,Utensils
PROD095389,Electric Appliances,Fans
PROD095390,Fast Food,Pizzas
PROD095391,Household Items,Detergents
PROD095392,Household Items,Mops
PROD095393,Sessional Fruits & Vegetables,Apples
PROD095394,Sessional Fruits & Vegetables,Mangoes
PROD095395,Household Items,Mops
PROD095396,Electric Appliances,Washing Machines
PROD095397,Fast Food,Fries
PROD095398,Fast Food,Burgers
PROD095399,Furniture,Sofas
PROD095400,Electric Appliances,Fans
PROD095401,Fast Food,Sandwiches
PROD095402,Fast Food,Pizzas
PROD095403,Sessional Fruits & Vegetables,Tomatoes
PROD095404,Sessional Fruits & Vegetables,Apples
PROD095405,Electric Appliances,Washing Machines
PROD095406,Sessional Fruits & Vegetables,Carrots
PROD095407,Sessional Fruits & Vegetables,Mangoes
PROD095408,Sessional Fruits & Vegetables,Mangoes
PROD095409,Household Items,Mops
PROD095410,Household Items,Detergents
PROD095411,Electric Appliances,Refrigerators
PROD095412,Dairy Products,Butter
PROD095413,Fast Food,Sandwiches
PROD095414,Furniture,Tables
PROD095415,Furniture,Sofas
PROD095416,Dairy Products,Cheese
PROD095417,Dairy Products,Butter
PROD095418,Furniture,Sofas
PROD095419,Fast Food,Pizzas
PROD095420,Fast Food,Burgers
PROD095421,Fast Food,Pizzas
PROD095422,Dairy Products,Butter
PROD095423,Sessional Fruits & Vegetables,Carrots
PROD095424,Fast Food,Burgers
PROD095425,Sessional Fruits & Vegetables,Carrots
PROD095426,Sessional Fruits & Vegetables,Carrots
PROD095427,Furniture,Sofas
PROD095428,Electric Appliances,Washing Machines
PROD095429,Fast Food,Fries
PROD095430,Furniture,Chairs
PROD095431,Electric Appliances,Washing Machines
PROD095432,Furniture,Sofas
PROD095433,Household Items,Buckets
PROD095434,Sessional Fruits & Vegetables,Carrots
PROD095435,Household Items,Utensils
PROD095436,Household Items,Buckets
PROD095437,Furniture,Beds
PROD095438,Electric Appliances,Fans
PROD095439,Dairy Products,Yogurt
PROD095440,Sessional Fruits & Vegetables,Tomatoes
PROD095441,Furniture,Beds
PROD095442,Dairy Products,Butter
PROD095443,Fast Food,Pizzas
PROD095444,Furniture,Tables
PROD095445,Furniture,Sofas
PROD095446,Furniture,Tables
PROD095447,Dairy Products,Milk
PROD095448,Household Items,Mops
PROD095449,Dairy Products,Yogurt
PROD095450,Furniture,Tables
PROD095451,Electric Appliances,Microwaves
PROD095452,Dairy Products,Milk
PROD095453,Furniture,Chairs
PROD095454,Electric Appliances,Microwaves
PROD095455,Sessional Fruits & Vegetables,Carrots
PROD095456,Furniture,Tables
PROD095457,Furniture,Chairs
PROD095458,Household Items,Buckets
PROD095459,Dairy Products,Yogurt
PROD095460,Household Items,Mops
PROD095461,Electric Appliances,Refrigerators
PROD095462,Household Items,Mops
PROD095463,Fast Food,Fries
PROD095464,Electric Appliances,Microwaves
PROD095465,Dairy Products,Butter
PROD095466,Furniture,Sofas
PROD095467,Furniture,Chairs
PROD095468,Furniture,Beds
PROD095469,Electric Appliances,Microwaves
PROD095470,Electric Appliances,Microwaves
PROD095471,Dairy Products,Butter
PROD095472,Household Items,Mops
PROD095473,Household Items,Mops
PROD095474,Furniture,Beds
PROD095475,Furniture,Beds
PROD095476,Dairy Products,Milk
PROD095477,Dairy Products,Yogurt
PROD095478,Household Items,Utensils
PROD095479,Furniture,Beds
PROD095480,Fast Food,Fries
PROD095481,Fast Food,Sandwiches
PROD095482,Fast Food,Sandwiches
PROD095483,Dairy Products,Milk
PROD095484,Electric Appliances,Washing Machines
PROD095485,Dairy Products,Butter
PROD095486,Household Items,Utensils
PROD095487,Fast Food,Sandwiches
PROD095488,Dairy Products,Milk
PROD095489,Dairy Products,Yogurt
PROD095490,Electric Appliances,Refrigerators
PROD095491,Electric Appliances,Microwaves
PROD095492,Furniture,Beds
PROD095493,Furniture,Beds
PROD095494,Dairy Products,Cheese
PROD095495,Sessional Fruits & Vegetables,Apples
PROD095496,Furniture,Sofas
PROD095497,Furniture,Sofas
PROD095498,Dairy Products,Cheese
PROD095499,Furniture,Chairs
PROD095500,Dairy Products,Cheese
PROD095501,Electric Appliances,Refrigerators
PROD095502,Furniture,Beds
PROD095503,Furniture,Sofas
PROD095504,Fast Food,Fries
PROD095505,Dairy Products,Butter
PROD095506,Fast Food,Burgers
PROD095507,Sessional Fruits & Vegetables,Apples
PROD095508,Fast Food,Fries
PROD095509,Household Items,Utensils
PROD095510,Fast Food,Fries
PROD095511,Electric Appliances,Fans
PROD095512,Furniture,Beds
PROD095513,Household Items,Detergents
PROD095514,Furniture,Beds
PROD095515,Dairy Products,Milk
PROD095516,Fast Food,Sandwiches
PROD095517,Fast Food,Fries
PROD095518,Household Items,Buckets
PROD095519,Fast Food,Burgers
PROD095520,Household Items,Utensils
PROD095521,Dairy Products,Cheese
PROD095522,Dairy Products,Yogurt
PROD095523,Sessional Fruits & Vegetables,Tomatoes
PROD095524,Dairy Products,Yogurt
PROD095525,Fast Food,Burgers
PROD095526,Fast Food,Sandwiches
PROD095527,Household Items,Detergents
PROD095528,Electric Appliances,Microwaves
PROD095529,Household Items,Buckets
PROD095530,Sessional Fruits & Vegetables,Tomatoes
PROD095531,Dairy Products,Milk
PROD095532,Household Items,Mops
PROD095533,Sessional Fruits & Vegetables,Carrots
PROD095534,Sessional Fruits & Vegetables,Mangoes
PROD095535,Electric Appliances,Refrigerators
PROD095536,Fast Food,Pizzas
PROD095537,Sessional Fruits & Vegetables,Tomatoes
PROD095538,Electric Appliances,Washing Machines
PROD095539,Fast Food,Sandwiches
PROD095540,Household Items,Utensils
PROD095541,Electric Appliances,Refrigerators
PROD095542,Fast Food,Sandwiches
PROD095543,Sessional Fruits & Vegetables,Mangoes
PROD095544,Furniture,Beds
PROD095545,Sessional Fruits & Vegetables,Tomatoes
PROD095546,Household Items,Detergents
PROD095547,Household Items,Buckets
PROD095548,Electric Appliances,Washing Machines
PROD095549,Sessional Fruits & Vegetables,Mangoes
PROD095550,Dairy Products,Butter
PROD095551,Furniture,Tables
PROD095552,Fast Food,Pizzas
PROD095553,Fast Food,Sandwiches
PROD095554,Electric Appliances,Fans
PROD095555,Household Items,Buckets
PROD095556,Fast Food,Fries
PROD095557,Household Items,Utensils
PROD095558,Furniture,Tables
PROD095559,Furniture,Sofas
PROD095560,Electric Appliances,Washing Machines
PROD095561,Fast Food,Burgers
PROD095562,Furniture,Beds
PROD095563,Electric Appliances,Washing Machines
PROD095564,Dairy Products,Milk
PROD095565,Electric Appliances,Fans
PROD095566,Furniture,Sofas
PROD095567,Furniture,Sofas
PROD095568,Fast Food,Fries
PROD095569,Dairy Products,Cheese
PROD095570,Furniture,Beds
PROD095571,Furniture,Beds
PROD095572,Furniture,Sofas
PROD095573,Sessional Fruits & Vegetables,Apples
PROD095574,Household Items,Detergents
PROD095575,Fast Food,Pizzas
PROD095576,Furniture,Beds
PROD095577,Electric Appliances,Washing Machines
PROD095578,Fast Food,Fries
PROD095579,Electric Appliances,Microwaves
PROD095580,Electric Appliances,Refrigerators
PROD095581,Dairy Products,Cheese
PROD095582,Sessional Fruits & Vegetables,Tomatoes
PROD095583,Furniture,Sofas
PROD095584,Dairy Products,Milk
PROD095585,Dairy Products,Yogurt
PROD095586,Electric Appliances,Refrigerators
PROD095587,Furniture,Sofas
PROD095588,Sessional Fruits & Vegetables,Mangoes
PROD095589,Furniture,Chairs
PROD095590,Sessional Fruits & Vegetables,Mangoes
PROD095591,Furniture,Beds
PROD095592,Furniture,Beds
PROD095593,Fast Food,Sandwiches
PROD095594,Fast Food,Burgers
PROD095595,Sessional Fruits & Vegetables,Mangoes
PROD095596,Sessional Fruits & Vegetables,Carrots
PROD095597,Dairy Products,Milk
PROD095598,Sessional Fruits & Vegetables,Mangoes
PROD095599,Electric Appliances,Fans
PROD095600,Furniture,Beds
PROD095601,Fast Food,Pizzas
PROD095602,Electric Appliances,Fans
PROD095603,Dairy Products,Milk
PROD095604,Dairy Products,Butter
PROD095605,Dairy Products,Milk
PROD095606,Furniture,Tables
PROD095607,Furniture,Beds
PROD095608,Household Items,Utensils
PROD095609,Fast Food,Sandwiches
PROD095610,Dairy Products,Yogurt
PROD095611,Sessional Fruits & Vegetables,Mangoes
PROD095612,Electric Appliances,Fans
PROD095613,Electric Appliances,Washing Machines
PROD095614,Furniture,Tables
PROD095615,Dairy Products,Butter
PROD095616,Fast Food,Pizzas
PROD095617,Furniture,Sofas
PROD095618,Furniture,Chairs
PROD095619,Sessional Fruits & Vegetables,Apples
PROD095620,Furniture,Beds
PROD095621,Electric Appliances,Washing Machines
PROD095622,Furniture,Chairs
PROD095623,Sessional Fruits & Vegetables,Tomatoes
PROD095624,Furniture,Tables
PROD095625,Dairy Products,Cheese
PROD095626,Electric Appliances,Microwaves
PROD095627,Furniture,Chairs
PROD095628,Household Items,Detergents
PROD095629,Household Items,Buckets
PROD095630,Dairy Products,Butter
PROD095631,Fast Food,Burgers
PROD095632,Electric Appliances,Washing Machines
PROD095633,Fast Food,Pizzas
PROD095634,Fast Food,Fries
PROD095635,Household Items,Mops
PROD095636,Fast Food,Burgers
PROD095637,Sessional Fruits & Vegetables,Apples
PROD095638,Dairy Products,Milk
PROD095639,Sessional Fruits & Vegetables,Apples
PROD095640,Furniture,Sofas
PROD095641,Fast Food,Fries
PROD095642,Furniture,Sofas
PROD095643,Electric Appliances,Washing Machines
PROD095644,Sessional Fruits & Vegetables,Apples
PROD095645,Furniture,Tables
PROD095646,Fast Food,Burgers
PROD095647,Sessional Fruits & Vegetables,Tomatoes
PROD095648,Dairy Products,Butter
PROD095649,Sessional Fruits & Vegetables,Carrots
PROD095650,Furniture,Beds
PROD095651,Electric Appliances,Refrigerators
PROD095652,Sessional Fruits & Vegetables,Mangoes
PROD095653,Sessional Fruits & Vegetables,Carrots
PROD095654,Furniture,Tables
PROD095655,Fast Food,Burgers
PROD095656,Electric Appliances,Refrigerators
PROD095657,Household Items,Detergents
PROD095658,Fast Food,Burgers
PROD095659,Electric Appliances,Fans
PROD095660,Furniture,Tables
PROD095661,Household Items,Mops
PROD095662,Dairy Products,Milk
PROD095663,Household Items,Detergents
PROD095664,Electric Appliances,Refrigerators
PROD095665,Household Items,Buckets
PROD095666,Dairy Products,Yogurt
PROD095667,Sessional Fruits & Vegetables,Apples
PROD095668,Electric Appliances,Refrigerators
PROD095669,Fast Food,Fries
PROD095670,Dairy Products,Cheese
PROD095671,Fast Food,Sandwiches
PROD095672,Fast Food,Burgers
PROD095673,Dairy Products,Butter
PROD095674,Dairy Products,Yogurt
PROD095675,Household Items,Utensils
PROD095676,Household Items,Mops
PROD095677,Household Items,Buckets
PROD095678,Furniture,Tables
PROD095679,Sessional Fruits & Vegetables,Tomatoes
PROD095680,Electric Appliances,Washing Machines
PROD095681,Sessional Fruits & Vegetables,Tomatoes
PROD095682,Electric Appliances,Microwaves
PROD095683,Furniture,Beds
PROD095684,Dairy Products,Cheese
PROD095685,Furniture,Sofas
PROD095686,Fast Food,Sandwiches
PROD095687,Fast Food,Sandwiches
PROD095688,Household Items,Detergents
PROD095689,Furniture,Beds
PROD095690,Sessional Fruits & Vegetables,Apples
PROD095691,Sessional Fruits & Vegetables,Tomatoes
PROD095692,Electric Appliances,Washing Machines
PROD095693,Sessional Fruits & Vegetables,Apples
PROD095694,Household Items,Detergents
PROD095695,Furniture,Chairs
PROD095696,Household Items,Utensils
PROD095697,Household Items,Buckets
PROD095698,Fast Food,Sandwiches
PROD095699,Electric Appliances,Washing Machines
PROD095700,Sessional Fruits & Vegetables,Mangoes
PROD095701,Fast Food,Fries
PROD095702,Household Items,Detergents
PROD095703,Household Items,Mops
PROD095704,Sessional Fruits & Vegetables,Apples
PROD095705,Household Items,Buckets
PROD095706,Sessional Fruits & Vegetables,Tomatoes
PROD095707,Fast Food,Burgers
PROD095708,Furniture,Chairs
PROD095709,Sessional Fruits & Vegetables,Mangoes
PROD095710,Household Items,Buckets
PROD095711,Fast Food,Burgers
PROD095712,Dairy Products,Milk
PROD095713,Dairy Products,Cheese
PROD095714,Furniture,Beds
PROD095715,Furniture,Beds
PROD095716,Household Items,Detergents
PROD095717,Furniture,Sofas
PROD095718,Household Items,Buckets
PROD095719,Dairy Products,Yogurt
PROD095720,Electric Appliances,Microwaves
PROD095721,Sessional Fruits & Vegetables,Apples
PROD095722,Electric Appliances,Refrigerators
PROD095723,Sessional Fruits & Vegetables,Mangoes
PROD095724,Dairy Products,Cheese
PROD095725,Furniture,Tables
PROD095726,Sessional Fruits & Vegetables,Mangoes
PROD095727,Dairy Products,Milk
PROD095728,Furniture,Chairs
PROD095729,Sessional Fruits & Vegetables,Mangoes
PROD095730,Electric Appliances,Fans
PROD095731,Household Items,Detergents
PROD095732,Sessional Fruits & Vegetables,Tomatoes
PROD095733,Fast Food,Sandwiches
PROD095734,Electric Appliances,Microwaves
PROD095735,Dairy Products,Butter
PROD095736,Household Items,Mops
PROD095737,Dairy Products,Butter
PROD095738,Electric Appliances,Microwaves
PROD095739,Fast Food,Sandwiches
PROD095740,Fast Food,Pizzas
PROD095741,Fast Food,Sandwiches
PROD095742,Sessional Fruits & Vegetables,Mangoes
PROD095743,Electric Appliances,Washing Machines
PROD095744,Dairy Products,Yogurt
PROD095745,Dairy Products,Butter
PROD095746,Household Items,Utensils
PROD095747,Electric Appliances,Refrigerators
PROD095748,Fast Food,Pizzas
PROD095749,Household Items,Utensils
PROD095750,Household Items,Mops
PROD095751,Household Items,Utensils
PROD095752,Dairy Products,Milk
PROD095753,Fast Food,Sandwiches
PROD095754,Electric Appliances,Fans
PROD095755,Dairy Products,Butter
PROD095756,Sessional Fruits & Vegetables,Carrots
PROD095757,Fast Food,Pizzas
PROD095758,Dairy Products,Butter
PROD095759,Furniture,Chairs
PROD095760,Dairy Products,Yogurt
PROD095761,Furniture,Beds
PROD095762,Furniture,Sofas
PROD095763,Household Items,Detergents
PROD095764,Sessional Fruits & Vegetables,Tomatoes
PROD095765,Electric Appliances,Refrigerators
PROD095766,Sessional Fruits & Vegetables,Mangoes
PROD095767,Household Items,Detergents
PROD095768,Furniture,Beds
PROD095769,Dairy Products,Milk
PROD095770,Electric Appliances,Washing Machines
PROD095771,Electric Appliances,Microwaves
PROD095772,Sessional Fruits & Vegetables,Apples
PROD095773,Household Items,Mops
PROD095774,Electric Appliances,Fans
PROD095775,Electric Appliances,Microwaves
PROD095776,Fast Food,Fries
PROD095777,Fast Food,Sandwiches
PROD095778,Sessional Fruits & Vegetables,Carrots
PROD095779,Furniture,Tables
PROD095780,Fast Food,Burgers
PROD095781,Electric Appliances,Fans
PROD095782,Electric Appliances,Washing Machines
PROD095783,Electric Appliances,Fans
PROD095784,Electric Appliances,Microwaves
PROD095785,Dairy Products,Cheese
PROD095786,Furniture,Beds
PROD095787,Fast Food,Sandwiches
PROD095788,Electric Appliances,Microwaves
PROD095789,Electric Appliances,Washing Machines
PROD095790,Furniture,Sofas
PROD095791,Dairy Products,Yogurt
PROD095792,Household Items,Utensils
PROD095793,Fast Food,Fries
PROD095794,Electric Appliances,Fans
PROD095795,Sessional Fruits & Vegetables,Mangoes
PROD095796,Fast Food,Burgers
PROD095797,Fast Food,Burgers
PROD095798,Furniture,Chairs
PROD095799,Furniture,Sofas
PROD095800,Household Items,Mops
PROD095801,Furniture,Sofas
PROD095802,Household Items,Buckets
PROD095803,Household Items,Mops
PROD095804,Dairy Products,Milk
PROD095805,Electric Appliances,Microwaves
PROD095806,Furniture,Chairs
PROD095807,Sessional Fruits & Vegetables,Mangoes
PROD095808,Household Items,Detergents
PROD095809,Electric Appliances,Microwaves
PROD095810,Household Items,Buckets
PROD095811,Furniture,Tables
PROD095812,Dairy Products,Butter
PROD095813,Dairy Products,Cheese
PROD095814,Furniture,Beds
PROD095815,Sessional Fruits & Vegetables,Carrots
PROD095816,Sessional Fruits & Vegetables,Mangoes
PROD095817,Fast Food,Pizzas
PROD095818,Furniture,Chairs
PROD095819,Fast Food,Burgers
PROD095820,Sessional Fruits & Vegetables,Apples
PROD095821,Sessional Fruits & Vegetables,Mangoes
PROD095822,Electric Appliances,Washing Machines
PROD095823,Household Items,Buckets
PROD095824,Dairy Products,Cheese
PROD095825,Household Items,Buckets
PROD095826,Sessional Fruits & Vegetables,Carrots
PROD095827,Dairy Products,Cheese
PROD095828,Electric Appliances,Refrigerators
PROD095829,Electric Appliances,Washing Machines
PROD095830,Electric Appliances,Microwaves
PROD095831,Household Items,Utensils
PROD095832,Sessional Fruits & Vegetables,Carrots
PROD095833,Fast Food,Sandwiches
PROD095834,Dairy Products,Cheese
PROD095835,Fast Food,Pizzas
PROD095836,Furniture,Tables
PROD095837,Household Items,Mops
PROD095838,Electric Appliances,Washing Machines
PROD095839,Household Items,Mops
PROD095840,Fast Food,Pizzas
PROD095841,Household Items,Detergents
PROD095842,Sessional Fruits & Vegetables,Mangoes
PROD095843,Fast Food,Sandwiches
PROD095844,Dairy Products,Cheese
PROD095845,Dairy Products,Yogurt
PROD095846,Household Items,Detergents
PROD095847,Fast Food,Fries
PROD095848,Furniture,Beds
PROD095849,Fast Food,Fries
PROD095850,Dairy Products,Cheese
PROD095851,Electric Appliances,Microwaves
PROD095852,Furniture,Beds
PROD095853,Fast Food,Pizzas
PROD095854,Furniture,Chairs
PROD095855,Fast Food,Sandwiches
PROD095856,Fast Food,Pizzas
PROD095857,Sessional Fruits & Vegetables,Apples
PROD095858,Fast Food,Sandwiches
PROD095859,Electric Appliances,Refrigerators
PROD095860,Household Items,Detergents
PROD095861,Fast Food,Fries
PROD095862,Dairy Products,Yogurt
PROD095863,Household Items,Mops
PROD095864,Household Items,Mops
PROD095865,Fast Food,Pizzas
PROD095866,Dairy Products,Cheese
PROD095867,Dairy Products,Cheese
PROD095868,Dairy Products,Milk
PROD095869,Furniture,Sofas
PROD095870,Furniture,Sofas
PROD095871,Dairy Products,Cheese
PROD095872,Fast Food,Sandwiches
PROD095873,Sessional Fruits & Vegetables,Carrots
PROD095874,Household Items,Utensils
PROD095875,Sessional Fruits & Vegetables,Tomatoes
PROD095876,Fast Food,Burgers
PROD095877,Fast Food,Sandwiches
PROD095878,Household Items,Buckets
PROD095879,Dairy Products,Yogurt
PROD095880,Household Items,Buckets
PROD095881,Furniture,Beds
PROD095882,Electric Appliances,Refrigerators
PROD095883,Fast Food,Burgers
PROD095884,Fast Food,Pizzas
PROD095885,Dairy Products,Cheese
PROD095886,Furniture,Beds
PROD095887,Electric Appliances,Microwaves
PROD095888,Sessional Fruits & Vegetables,Tomatoes
PROD095889,Sessional Fruits & Vegetables,Carrots
PROD095890,Fast Food,Fries
PROD095891,Furniture,Tables
PROD095892,Household Items,Detergents
PROD095893,Household Items,Detergents
PROD095894,Electric Appliances,Fans
PROD095895,Furniture,Sofas
PROD095896,Dairy Products,Milk
PROD095897,Dairy Products,Cheese
PROD095898,Sessional Fruits & Vegetables,Apples
PROD095899,Electric Appliances,Fans
PROD095900,Sessional Fruits & Vegetables,Tomatoes
PROD095901,Dairy Products,Cheese
PROD095902,Electric Appliances,Washing Machines
PROD095903,Dairy Products,Yogurt
PROD095904,Dairy Products,Butter
PROD095905,Electric Appliances,Washing Machines
PROD095906,Furniture,Chairs
PROD095907,Dairy Products,Milk
PROD095908,Household Items,Utensils
PROD095909,Household Items,Utensils
PROD095910,Sessional Fruits & Vegetables,Apples
PROD095911,Furniture,Sofas
PROD095912,Fast Food,Sandwiches
PROD095913,Household Items,Mops
PROD095914,Household Items,Utensils
PROD095915,Furniture,Chairs
PROD095916,Furniture,Sofas
PROD095917,Electric Appliances,Microwaves
PROD095918,Sessional Fruits & Vegetables,Tomatoes
PROD095919,Electric Appliances,Refrigerators
PROD095920,Household Items,Buckets
PROD095921,Electric Appliances,Refrigerators
PROD095922,Sessional Fruits & Vegetables,Carrots
PROD095923,Furniture,Beds
PROD095924,Household Items,Buckets
PROD095925,Furniture,Beds
PROD095926,Fast Food,Burgers
PROD095927,Furniture,Sofas
PROD095928,Dairy Products,Butter
PROD095929,Fast Food,Burgers
PROD095930,Sessional Fruits & Vegetables,Tomatoes
PROD095931,Sessional Fruits & Vegetables,Tomatoes
PROD095932,Dairy Products,Butter
PROD095933,Furniture,Beds
PROD095934,Sessional Fruits & Vegetables,Carrots
PROD095935,Dairy Products,Milk
PROD095936,Fast Food,Fries
PROD095937,Dairy Products,Cheese
PROD095938,Furniture,Chairs
PROD095939,Fast Food,Sandwiches
PROD095940,Dairy Products,Butter
PROD095941,Furniture,Sofas
PROD095942,Household Items,Utensils
PROD095943,Furniture,Chairs
PROD095944,Fast Food,Pizzas
PROD095945,Fast Food,Pizzas
PROD095946,Sessional Fruits & Vegetables,Apples
PROD095947,Sessional Fruits & Vegetables,Carrots
PROD095948,Dairy Products,Butter
PROD095949,Sessional Fruits & Vegetables,Mangoes
PROD095950,Furniture,Tables
PROD095951,Furniture,Beds
PROD095952,Fast Food,Sandwiches
PROD095953,Household Items,Utensils
PROD095954,Furniture,Tables
PROD095955,Household Items,Detergents
PROD095956,Furniture,Tables
PROD095957,Household Items,Detergents
PROD095958,Fast Food,Fries
PROD095959,Furniture,Sofas
PROD095960,Fast Food,Pizzas
PROD095961,Electric Appliances,Refrigerators
PROD095962,Furniture,Tables
PROD095963,Sessional Fruits & Vegetables,Tomatoes
PROD095964,Household Items,Mops
PROD095965,Furniture,Sofas
PROD095966,Furniture,Beds
PROD095967,Household Items,Buckets
PROD095968,Electric Appliances,Fans
PROD095969,Furniture,Sofas
PROD095970,Fast Food,Pizzas
PROD095971,Furniture,Tables
PROD095972,Fast Food,Sandwiches
PROD095973,Electric Appliances,Fans
PROD095974,Furniture,Chairs
PROD095975,Fast Food,Burgers
PROD095976,Fast Food,Pizzas
PROD095977,Household Items,Detergents
PROD095978,Fast Food,Burgers
PROD095979,Dairy Products,Cheese
PROD095980,Fast Food,Sandwiches
PROD095981,Electric Appliances,Microwaves
PROD095982,Household Items,Mops
PROD095983,Electric Appliances,Washing Machines
PROD095984,Household Items,Utensils
PROD095985,Household Items,Mops
PROD095986,Fast Food,Sandwiches
PROD095987,Electric Appliances,Washing Machines
PROD095988,Dairy Products,Yogurt
PROD095989,Fast Food,Sandwiches
PROD095990,Dairy Products,Butter
PROD095991,Household Items,Utensils
PROD095992,Sessional Fruits & Vegetables,Tomatoes
PROD095993,Electric Appliances,Fans
PROD095994,Sessional Fruits & Vegetables,Carrots
PROD095995,Household Items,Detergents
PROD095996,Electric Appliances,Fans
PROD095997,Sessional Fruits & Vegetables,Apples
PROD095998,Furniture,Tables
PROD095999,Electric Appliances,Refrigerators
PROD096000,Household Items,Buckets
PROD096001,Household Items,Buckets
PROD096002,Household Items,Utensils
PROD096003,Dairy Products,Yogurt
